review_text,rating,len_char,len_word,tokens_clean,clean_text
best hoyo game,5,14,3,['best'],best
I love the challenge sure they may power creep but that's more of because they have a idea of a character that's powerful that they mightve just made up that is stronger than the last because you don't want a character to have the same type of attacks you want them to be unique. and sure some side quests are terrible but others like there last chooking little mini game was the bomb. anyways that's all I want to say about it off the top of me head,5,450,88,"['love', 'challenge', 'sure', 'may', 'power', 'creep', 'idea', 'character', 'powerful', 'mightve', 'make', 'strong', 'last', 'not', 'want', 'character', 'type', 'attack', 'want', 'unique', 'sure', 'side', 'quest', 'terrible', 'others', 'like', 'last', 'chooking', 'little', 'mini', 'bomb', 'anyways', 'want', 'say', 'top', 'head']",love challenge sure may power creep idea character powerful mightve make strong last not want character type attack want unique sure side quest terrible others like last chooking little mini bomb anyways want say top head
"the environment still has bugs. you can't see the path you walk. in story modes/end game modes/trials. it's been a whole patch since they offer the same response ""give me the information about your graphics and your phone, record this, record that). it's like they do not trust you. when you offer the proofs, they ask you to record yourself by restarting the game. you do it. the problem persists while they ask you for proofs again and again. 0 communication and solving skills.",1,480,84,"['environment', 'still', 'bug', 'not', 'see', 'path', 'walk', 'story', 'mode', 'end', 'mode', 'trial', 'whole', 'patch', 'since', 'offer', 'response', 'give', 'information', 'graphic', 'phone', 'record', 'record', 'like', 'not', 'trust', 'offer', 'proof', 'ask', 'record', 'restarting', 'problem', 'persist', 'ask', 'proofs', 'communication', 'solve', 'skill']",environment still bug not see path walk story mode end mode trial whole patch since offer response give information graphic phone record record like not trust offer proof ask record restarting problem persist ask proofs communication solve skill
old characters needs more buff,2,30,5,"['old', 'character', 'need', 'buff']",old character need buff
I goon to feixiao,5,17,4,"['goon', 'feixiao']",goon feixiao
my account suddenly gone and can't log in back in every ways possible...it says 'account did not exist' while my account still there in that game when i use my second acc. i tried to reach you hoyo using email but it doesn't give me any response,1,245,47,"['account', 'suddenly', 'go', 'not', 'log', 'back', 'every', 'way', 'possible', 'say', 'account', 'not', 'exist', 'account', 'still', 'use', 'second', 'acc', 'try', 'reach', 'use', 'email', 'not', 'give', 'response']",account suddenly go not log back every way possible say account not exist account still use second acc try reach use email not give response
worst game i ever seee... always power creep characters. ... story not good... k2 everest long time story..... worst Gacha system everything worst worst....,1,156,24,"['worst', 'ever', 'seee', 'always', 'power', 'creep', 'character', 'story', 'not', 'good', 'everest', 'long', 'story', 'bad', 'gacha', 'system', 'everything', 'worst', 'worst']",worst ever seee always power creep character story not good everest long story bad gacha system everything worst worst
"thank you hoyo, for making phainon❤️‍🩹❤️‍🩹",5,42,6,"['thank', 'making', 'phainon']",thank making phainon
"I really love this game. the lore is beautifully crafted and the current region is gorgeous. I love the puzzles, the references and exploration. it's different from genshin, but I love both games. the characters are so engaging and the mc is my favourite. but for players with a short attention span and disinterest in heavy lore it might not be the best game. piece of advice, if you want stimulation, play wuthering waves or zzz, genshin is for more time investment, and hsr is more story based.",5,497,88,"['really', 'love', 'lore', 'beautifully', 'craft', 'current', 'region', 'gorgeous', 'love', 'puzzle', 'reference', 'exploration', 'different', 'genshin', 'love', 'character', 'engage', 'mc', 'favourite', 'short', 'attention', 'span', 'disinterest', 'heavy', 'lore', 'might', 'not', 'best', 'piece', 'advice', 'want', 'stimulation', 'wuthering', 'wave', 'zzz', 'genshin', 'investment', 'story', 'base']",really love lore beautifully craft current region gorgeous love puzzle reference exploration different genshin love character engage mc favourite short attention span disinterest heavy lore might not best piece advice want stimulation wuthering wave zzz genshin investment story base
can we add the skip button for side quests only? putting the skip button for main quests doesnt really make me bask in the stories bcs i always read them b4 they added the skip button and now i barely do (bcs i was lazy and YES THIS IS MY PROBLEM) but hey💕💕also thankyou for creating blade.i LOP him ok bye,5,306,61,"['add', 'skip', 'button', 'side', 'quest', 'put', 'skip', 'button', 'main', 'quest', 'not', 'really', 'make', 'bask', 'story', 'bcs', 'always', 'read', 'added', 'skip', 'button', 'barely', 'bcs', 'lazy', 'yes', 'problem', 'hey', 'also', 'thankyou', 'create', 'blade', 'lop', 'ok', 'bye']",add skip button side quest put skip button main quest not really make bask story bcs always read added skip button barely bcs lazy yes problem hey also thankyou create blade lop ok bye
"I simply like the game overall, especially the story",5,52,9,"['simply', 'like', 'overall', 'especially', 'story']",simply like overall especially story
"this game holds a special place in my heart. I've been an avid fan ever since stumbling upon Hoyo's 2020 project, Genshin Impact. I love the abundant endgame content, I get to go wild with my characters towards stronger enemies. The story execution has been better but needs more improvements in my opinion",5,306,53,"['hold', 'special', 'place', 'heart', 'avid', 'fan', 'ever', 'since', 'stumble', 'upon', 'project', 'genshin', 'impact', 'love', 'abundant', 'endgame', 'get', 'go', 'wild', 'character', 'towards', 'strong', 'enemy', 'story', 'execution', 'well', 'needs', 'improvement', 'opinion']",hold special place heart avid fan ever since stumble upon project genshin impact love abundant endgame get go wild character towards strong enemy story execution well needs improvement opinion
I like it when I win my 50/50s,5,30,8,"['like', 'win']",like win
peak gameplay experience,5,24,3,"['peak', 'gameplay', 'experience']",peak gameplay experience
1 hour into this yap-festa-thon omg,1,35,6,"['hour', 'yap', 'festa', 'thon', 'omg']",hour yap festa thon omg
"Very wonderful, I interested with the graphic and the story sadly inside of the deep in heart",5,93,17,"['wonderful', 'interested', 'graphic', 'story', 'sadly', 'inside', 'deep', 'heart']",wonderful interested graphic story sadly inside deep heart
challenging,5,11,1,['challenge'],challenge
"The story is good although the fandom is not questionable at this point, dropping down a star from my review cause when is the game gonna have better optimization for low end device users? my phone is almost dead from hsr alone",3,227,42,"['story', 'good', 'although', 'fandom', 'not', 'questionable', 'point', 'drop', 'review', 'cause', 'gon', 'na', 'good', 'optimization', 'low', 'end', 'device', 'user', 'phone', 'almost', 'dead', 'alone']",story good although fandom not questionable point drop review cause gon na good optimization low end device user phone almost dead alone
"Started off as a promising game with beautiful visuals and fun mechanics, but it's been going downhill fast. The biggest issue now is powercreep — every new banner feels like it makes older characters useless, which kills the motivation to invest in them. The story used to be interesting, but now it feels dragged out and dull. Long, drawn-out dialogues with no skip option make it worse. Sometimes it feels like I'm watching a never-ending cutscene rather than playing a game...",1,480,81,"['start', 'promise', 'beautiful', 'visuals', 'fun', 'mechanic', 'go', 'downhill', 'fast', 'big', 'issue', 'powercreep', 'every', 'new', 'banner', 'feel', 'like', 'make', 'old', 'character', 'useless', 'kill', 'motivation', 'invest', 'story', 'use', 'interesting', 'feel', 'drag', 'dull', 'long', 'draw', 'dialogues', 'no', 'skip', 'option', 'make', 'bad', 'sometimes', 'feel', 'like', 'watch', 'never', 'end', 'cutscene', 'rather']",start promise beautiful visuals fun mechanic go downhill fast big issue powercreep every new banner feel like make old character useless kill motivation invest story use interesting feel drag dull long draw dialogues no skip option make bad sometimes feel like watch never end cutscene rather
"LOL what happened, I just updated it to 3.6 and now it wont even open. My phone was perfectly fine before the update, but Im still gonna drop the game tho. It wont even show the logo, I just try to open it and its just stuck, black screen and all, for like 10 minutes. So I give up.",1,282,59,"['lol', 'happen', 'update', 'not', 'even', 'open', 'phone', 'perfectly', 'fine', 'update', 'im', 'still', 'gon', 'na', 'drop', 'tho', 'not', 'even', 'show', 'logo', 'try', 'open', 'stuck', 'black', 'screen', 'like', 'minute', 'give']",lol happen update not even open phone perfectly fine update im still gon na drop tho not even show logo try open stuck black screen like minute give
"Some people complain for legitimate reason and critique it within good reasoning, but there's also people that barks louder than their bite. People don't realize, you don't have to be meta for a game to be fun. So what, if a character gets powercreep by another. It ain't pvp. It's not p2w. You can still enjoy the game casually and the story without needing to gacha. However, if you are a serious gamer who wants to complete end game, then yeah, you're screwed either to time or money or both.",4,495,90,"['people', 'complain', 'legitimate', 'reason', 'critique', 'within', 'good', 'reasoning', 'also', 'people', 'bark', 'louder', 'bite', 'people', 'not', 'realize', 'not', 'meta', 'fun', 'character', 'get', 'powercreep', 'another', 'pvp', 'not', 'pay_to_win', 'still', 'enjoy', 'casually', 'story', 'without', 'need', 'gacha', 'however', 'serious', 'gamer', 'want', 'complete', 'end', 'yeah', 'screw', 'either', 'money']",people complain legitimate reason critique within good reasoning also people bark louder bite people not realize not meta fun character get powercreep another pvp not pay_to_win still enjoy casually story without need gacha however serious gamer want complete end yeah screw either money
"Love it. But I'm too lazy to write a whole essay about this, so this will just do fine I guess.",5,95,21,"['love', 'lazy', 'write', 'whole', 'essay', 'fine', 'guess']",love lazy write whole essay fine guess
really good game in the hand of really bad developer. the game does not even release 4 star character anymore and they design enemies that need to be defeated using very specific gacha 5 star character.,1,202,36,"['really', 'good', 'hand', 'really', 'bad', 'developer', 'not', 'even', 'release', 'character', 'anymore', 'design', 'enemy', 'need', 'defeat', 'use', 'specific', 'gacha', 'character']",really good hand really bad developer not even release character anymore design enemy need defeat use specific gacha character
"These people are overreacting, Castorice global passive isn't that great. If you don't have any sustain in your team, then it's useless. I know people worrying about the future characters that will have crazier global passives. But i think it will be just on anniversary characters, not like the normal limited characters. I understand the power creep and the HP inflation, but this is a game you play for fun and enjoy the story. If you'd rather compete about the damage, then it's your selfishness.",5,500,85,"['people', 'overreact', 'castorice', 'global', 'passive', 'not', 'great', 'not', 'sustain', 'team', 'useless', 'know', 'people', 'worry', 'future', 'character', 'crazier', 'global', 'passive', 'think', 'anniversary', 'character', 'not', 'like', 'normal', 'limited', 'character', 'understand', 'power', 'creep', 'health', 'inflation', 'fun', 'enjoy', 'story', 'rather', 'compete', 'damage', 'selfishness']",people overreact castorice global passive not great not sustain team useless know people worry future character crazier global passive think anniversary character not like normal limited character understand power creep health inflation fun enjoy story rather compete damage selfishness
"This game is good. From all the story line, character, map, and others, it's good this game much better than genshin impact. More over this game good to play especially when you bored nothing to play can just download this game.",5,228,41,"['good', 'story', 'line', 'character', 'map', 'others', 'good', 'much', 'good', 'genshin', 'impact', 'good', 'especially', 'bored', 'nothing', 'download']",good story line character map others good much good genshin impact good especially bored nothing download
"best gacha game, mihoyo is awesome ngl",5,38,7,"['best', 'gacha', 'awesome', 'ngl']",best gacha awesome ngl
"Lightcone pull should give guarantee win. I had pull 3 banners consecutively and l lose all the soft pity in lightcone. The 25% is like 75% for me. I also lose all the soft pity in characters pull, but I won't complain about the characters pull, because I know a company still need to earn money. But why still put rng in lightcone pull?? To be honest, one of the worst gacha experience I ever had. Please go and review some good examples of gacha system from other games. Thank you.",1,483,91,"['lightcone', 'pull', 'give', 'guarantee', 'win', 'pull', 'banner', 'consecutively', 'lose', 'soft', 'pity', 'lightcone', 'like', 'also', 'lose', 'soft', 'pity', 'character', 'pull', 'not', 'complain', 'character', 'pull', 'know', 'company', 'still', 'need', 'earn', 'money', 'still', 'put', 'rng', 'lightcone', 'pull', 'honest', 'one', 'bad', 'gacha', 'experience', 'ever', 'please', 'go', 'review', 'good', 'example', 'gacha', 'system', 'thank']",lightcone pull give guarantee win pull banner consecutively lose soft pity lightcone like also lose soft pity character pull not complain character pull know company still need earn money still put rng lightcone pull honest one bad gacha experience ever please go review good example gacha system thank
"Galfinite account name, Early 5 Star, Double 5 Star, Early Pity.",5,64,11,"['galfinite', 'account', 'name', 'early', 'double', 'early', 'pity']",galfinite account name early double early pity
"This game is really good, I stay more for the story and character design.",5,73,14,"['really', 'good', 'stay', 'story', 'character', 'design']",really good stay story character design
"Character powercreeps every update, not enough jades given to follow META, the absolute need to spend money if you want to follow META or else you'll get left behind, a new content that you can't play if you only got old weak characters, updates that induce FOMO instead of QoL updates that make playing the game more fun, no new 4-star units and no updates to the current ones which are already useless in combat. — This is how it feels to have your rear Honkai: Star Railed.",1,476,88,"['character', 'powercreeps', 'every', 'update', 'not', 'enough', 'jade', 'give', 'follow', 'meta', 'absolute', 'need', 'spend', 'money', 'want', 'follow', 'meta', 'else', 'get', 'leave', 'behind', 'new', 'not', 'get', 'old', 'weak', 'character', 'update', 'induce', 'fomo', 'instead', 'qol', 'update', 'make', 'fun', 'no', 'new', 'unit', 'no', 'updates', 'current', 'one', 'already', 'useless', 'combat', 'feel', 'rear', 'rail']",character powercreeps every update not enough jade give follow meta absolute need spend money want follow meta else get leave behind new not get old weak character update induce fomo instead qol update make fun no new unit no updates current one already useless combat feel rear rail
5 star march when! EDIT: 5 STAR MARCH NOW!!!,5,44,9,"['march', 'edit', 'march']",march edit march
nothing interesting... so so boring. boring game. meh. bring more events and more ways to make jades instead of useless game modes which serve no purpose and give no jades in return,1,181,32,"['nothing', 'interest', 'bore', 'bore', 'meh', 'bring', 'event', 'way', 'make', 'jade', 'instead', 'useless', 'mode', 'serve', 'no', 'purpose', 'give', 'no', 'jade', 'return']",nothing interest bore bore meh bring event way make jade instead useless mode serve no purpose give no jade return
"The rate of having 5 star char is ridiculous. I don't know whether I'm the only one who is unlucky but yeah, i rarely win the 50-50 rate and always pull like 80++ to get a single 5 star char",1,190,40,"['rate', 'char', 'ridiculous', 'not', 'know', 'whether', 'one', 'unlucky', 'yeah', 'rarely', 'win', 'rate', 'always', 'pull', 'like', 'get', 'single', 'char']",rate char ridiculous not know whether one unlucky yeah rarely win rate always pull like get single char
thank you very much HOYO I have recovered my account and cooperation thank very much 🙏🤝❤️‍🩹,5,91,16,"['thank', 'much', 'recover', 'account', 'cooperation', 'thank', 'much']",thank much recover account cooperation thank much
The best game I've played,5,25,5,['best'],best
not working on my xiaomi pad 5 pro ꒦ິ^꒦ິ I can't log in to my account....,5,73,16,"['not', 'work', 'xiaomi', 'pad', 'pro', 'not', 'log', 'account']",not work xiaomi pad pro not log account
"Absolutely love this game! I have been playing this game since launch and honestly I never regretted playing this game. The lore, gameplay and animations are really lovely.",5,172,28,"['absolutely', 'love', 'since', 'launch', 'honestly', 'never', 'regret', 'lore', 'gameplay', 'animation', 'really', 'lovely']",absolutely love since launch honestly never regret lore gameplay animation really lovely
"MYDEI AN PHAINON ARE MARRIED ❤️‍🩹 BEST GAME EVER GRRRRRRRR pls Mydei rerun already, wanna his lightcone 😭😭😭",5,107,18,"['mydei', 'phainon', 'marry', 'best', 'ever', 'grrrrrrrr', 'pls', 'mydei', 'rerun', 'already', 'wan', 'na', 'lightcone']",mydei phainon marry best ever grrrrrrrr pls mydei rerun already wan na lightcone
an upcoming character castorice is getting a global passive which is a bad sign for the future of the game and tells me that the power creep is going to get really bad,1,167,33,"['upcoming', 'character', 'castorice', 'get', 'global', 'passive', 'bad', 'sign', 'future', 'tell', 'power', 'creep', 'go', 'get', 'really', 'bad']",upcoming character castorice get global passive bad sign future tell power creep go get really bad
"best game ever, that's all",5,26,5,"['best', 'ever']",best ever
congrats to hsr for being the only game to have dan hent,5,56,12,"['congrats', 'dan', 'hent']",congrats dan hent
LOGIN IS SO HARD ALLSO FOLOW ME ON PEN UP,4,41,10,"['login', 'hard', 'allso', 'folow', 'pen']",login hard allso folow pen
I love the story,5,16,4,"['love', 'story']",love story
"this game has some amazing lore and worldbuilding. the character animations are great even at lower graphics and the character designs are good. i would rate it 5 stars but the constant character powercreep is a big problem, forcing the players to pull for new characters if they want to see any success in end game modes.",4,322,57,"['amaze', 'lore', 'worldbuilding', 'character', 'animation', 'great', 'even', 'low', 'graphic', 'character', 'design', 'good', 'would', 'rate', 'star', 'constant', 'character', 'powercreep', 'big', 'problem', 'force', 'pull', 'new', 'character', 'want', 'see', 'success', 'end', 'mode']",amaze lore worldbuilding character animation great even low graphic character design good would rate star constant character powercreep big problem force pull new character want see success end mode
I like it so much the story is very good and the characters are so good I like it,5,81,19,"['like', 'much', 'story', 'good', 'character', 'good', 'like']",like much story good character good like
When I try to merge my critters it closes the game. And it does it to other stuff too. I'm going to wait till it gets fixed or until i get a better phone.,5,154,34,"['try', 'merge', 'critter', 'close', 'stuff', 'go', 'wait', 'till', 'get', 'fix', 'get', 'good', 'phone']",try merge critter close stuff go wait till get fix get good phone
"The game is pretty solid if you are looking for a turn based game. I have to say that most of the 1* reviews are just plain s****d with no valid reasoning behind them. ""No skip button."" There is one. With recap nonetheless. ""Boring auto battle game."" Sure is if you don't play any end game content, just the farming stages on auto and skip story. ""Global passives bad."" No they really aren't. 1 character has a GP in the game and it does nothing. Not to mention that you could pull it like any other.",5,500,96,"['pretty', 'solid', 'look', 'turn', 'base', 'say', 'review', 'plain', 'no', 'valid', 'reasoning', 'behind', 'no', 'skip', 'button', 'one', 'recap', 'nonetheless', 'boring', 'auto', 'battle', 'sure', 'not', 'end', 'farm', 'stages', 'auto', 'skip', 'story', 'global', 'passive', 'bad', 'no', 'really', 'character', 'gp', 'nothing', 'not', 'mention', 'could', 'pull', 'like']",pretty solid look turn base say review plain no valid reasoning behind no skip button one recap nonetheless boring auto battle sure not end farm stages auto skip story global passive bad no really character gp nothing not mention could pull like
"nevermind, it's really good",5,27,4,"['nevermind', 'really', 'good']",nevermind really good
"this game is fun, 5 start",5,25,6,"['fun', 'start']",fun start
"I love the game but has it been crashing alot for anyone else, besides me, I didn't have this problem before and now it just started. so I had this issue in May 2024 and now same thing in 3.6 2025",1,196,41,"['love', 'crash', 'alot', 'anyone', 'else', 'besides', 'not', 'problem', 'start', 'issue', 'may', 'thing']",love crash alot anyone else besides not problem start issue may thing
"Better on PC, but amazing game. Has been my favourite for a long time. it is one of the few gatcha games that actually make, not only male characters, but great male characters.",5,177,33,"['well', 'pc', 'amaze', 'favourite', 'long', 'one', 'gacha', 'actually', 'make', 'not', 'male', 'character', 'great', 'male', 'character']",well pc amaze favourite long one gacha actually make not male character great male character
"These developer fear innovation and improvement. They'd rather milk their players of all they've got while just giving enough (which is a next to useless qol nobody asked for with a catch). I genuinely hope Hoyoverse goes bankrupt, to create something so special like Genshin and actively push away the people who made you. You shouldnt have the right to ruin a communities relationship that was as special as that. Star rail And Zzz are now on that same boat. Screw Hoyoverse.",1,477,82,"['developer', 'fear', 'innovation', 'improvement', 'rather', 'milk', 'get', 'give', 'enough', 'next', 'useless', 'qol', 'nobody', 'ask', 'catch', 'genuinely', 'hope', 'go', 'bankrupt', 'create', 'something', 'special', 'like', 'genshin', 'actively', 'push', 'away', 'people', 'make', 'shouldnt', 'right', 'ruin', 'community', 'relationship', 'special', 'zzz', 'boat', 'screw']",developer fear innovation improvement rather milk get give enough next useless qol nobody ask catch genuinely hope go bankrupt create something special like genshin actively push away people make shouldnt right ruin community relationship special zzz boat screw
"as much as I love this game, space is the biggest issue. why is a game patch taking longer to download than downloading any game? it's been 20 minutes on a brand new phone on solid WiFi and it's only 50% done. this is excessive.",4,228,45,"['much', 'love', 'space', 'big', 'issue', 'patch', 'take', 'long', 'download', 'download', 'minute', 'brand', 'new', 'phone', 'solid', 'wifi', 'do', 'excessive']",much love space big issue patch take long download download minute brand new phone solid wifi do excessive
Best hoyoverse game edit: 2025 sept 24 yeah no 4 stars for over a year and huge powercreep its not as good as before...,3,119,24,"['best', 'edit', 'sept', 'yeah', 'no', 'star', 'year', 'huge', 'powercreep', 'not', 'good']",best edit sept yeah no star year huge powercreep not good
"I take my stuff back honestly. The game is going in a good direction. Global passive isn't that useful either. And lastly, powercreep is our fault, not theirs.",5,159,28,"['take', 'stuff', 'back', 'honestly', 'go', 'good', 'direction', 'global', 'passive', 'not', 'useful', 'either', 'lastly', 'powercreep', 'fault', 'not']",take stuff back honestly go good direction global passive not useful either lastly powercreep fault not
Fantastic game. Seriously it's incredible.,5,42,5,"['fantastic', 'seriously', 'incredible']",fantastic seriously incredible
"Definitely one of my favourite games that I played, it has a good story and the gameplay requires you to think and not go in with some random team. I have seen people talk about power creep in the reviews but In my opinion it barely exists. You can still beat the endgame modes like Memory of chaos, pure fiction, and Apocalyptic shadow with old units, you just need to build them properly, which of course will take a lot of grinding. The only thing I will ask for is more events in patches.",5,492,94,"['definitely', 'one', 'favourite', 'good', 'story', 'gameplay', 'require', 'think', 'not', 'go', 'random', 'team', 'see', 'people', 'talk', 'power', 'creep', 'review', 'opinion', 'barely', 'exist', 'still', 'beat', 'endgame', 'mode', 'like', 'memory', 'chaos', 'pure', 'fiction', 'apocalyptic', 'shadow', 'old', 'unit', 'need', 'build', 'properly', 'course', 'take', 'lot', 'grind', 'thing', 'ask', 'event', 'patch']",definitely one favourite good story gameplay require think not go random team see people talk power creep review opinion barely exist still beat endgame mode like memory chaos pure fiction apocalyptic shadow old unit need build properly course take lot grind thing ask event patch
"power creep, hp inflation, fomo and just so little story with such long story??? used to enjoy this game but I'm honestly about to quit fully since like 1.2 or something",1,169,31,"['power', 'creep', 'health', 'inflation', 'fomo', 'little', 'story', 'long', 'story', 'use', 'enjoy', 'honestly', 'quit', 'fully', 'since', 'like', 'something']",power creep health inflation fomo little story long story use enjoy honestly quit fully since like something
fun game its just that no new 4 stars,5,37,9,"['fun', 'no', 'new', 'star']",fun no new star
"Interested, amazed by more new characters, and old ones I was waiting for the characters I wanted to obtain. Let Trailblazer continue on the Journey to the Worlds.",5,163,28,"['interested', 'amaze', 'new', 'character', 'old', 'one', 'wait', 'character', 'want', 'obtain', 'let', 'trailblazer', 'continue', 'journey', 'world']",interested amaze new character old one wait character want obtain let trailblazer continue journey world
Honkai used to mean something. Now it's just a title Mihoyo slaps on everything.,1,80,14,"['use', 'mean', 'something', 'title', 'slap', 'everything']",use mean something title slap everything
Story is just Cinema.,5,21,4,"['story', 'cinema']",story cinema
"Nah, I liked the game at first, but it is getting bad as the game progresses. Now the global passive??? Wth, you somehow are forced to pull because of the benefit, this game is cooked. ?",1,186,36,"['nah', 'like', 'first', 'get', 'bad', 'progress', 'global', 'passive', 'wth', 'somehow', 'force', 'pull', 'benefit', 'cook']",nah like first get bad progress global passive wth somehow force pull benefit cook
I honestly love the efforts hoyo is giving in this game with things we never and it's also very awarding just what a gambling addict needs,5,138,26,"['honestly', 'love', 'effort', 'give', 'thing', 'never', 'also', 'award', 'gamble', 'addict', 'need']",honestly love effort give thing never also award gamble addict need
A turn based RPG game with good storyline. The down side is the meta comes and goes very fast.,4,94,19,"['turn', 'base', 'rpg', 'good', 'storyline', 'side', 'meta', 'come', 'go', 'fast']",turn base rpg good storyline side meta come go fast
I love the game it's amazing but ever since the updates lags have become great problems. When I begin to fight or do a quest it logs me out and shuts the game down. It's still good but hopefully the lags could get fixed soon.,3,225,45,"['love', 'amaze', 'ever', 'since', 'update', 'lag', 'become', 'great', 'problem', 'begin', 'fight', 'quest', 'log', 'shuts', 'still', 'good', 'hopefully', 'lag', 'could', 'get', 'fix', 'soon']",love amaze ever since update lag become great problem begin fight quest log shuts still good hopefully lag could get fix soon
I love anaxagorgeous.,5,21,3,"['love', 'anaxagorgeous']",love anaxagorgeous
"I love the game. I've been playing since 1.x (basically 2 years), and I enjoyed every storyline, but unfortunately, I can't play this version as of now. due to my limited storage space, but I still had a lot of fun. thanks for the wonderful memories hsr. see ya next year, I suppose",5,282,53,"['love', 'since', 'basically', 'year', 'enjoy', 'every', 'storyline', 'unfortunately', 'not', 'version', 'due', 'limited', 'storage', 'space', 'still', 'lot', 'fun', 'thanks', 'wonderful', 'memory', 'see', 'ya', 'next', 'year', 'suppose']",love since basically year enjoy every storyline unfortunately not version due limited storage space still lot fun thanks wonderful memory see ya next year suppose
Love the game so much 🩵,5,23,6,"['love', 'much']",love much
"My absolute favorite game. Each update improves it a bit more, at least in my opinion. The characters are fun and engaging, mostly. Even things I don't personally like are minimal enough I don't have to think about them too much. The lore is intresting, characters we haven't even met yet have established personalities and some even have dialogue. Like Diamond for example. A great game, my top obsession.",5,406,69,"['absolute', 'favorite', 'update', 'improve', 'bit', 'least', 'opinion', 'character', 'fun', 'engage', 'mostly', 'even', 'thing', 'not', 'personally', 'like', 'minimal', 'enough', 'not', 'think', 'much', 'lore', 'intresting', 'character', 'even', 'meet', 'yet', 'establish', 'personality', 'even', 'dialogue', 'like', 'diamond', 'example', 'great', 'top', 'obsession']",absolute favorite update improve bit least opinion character fun engage mostly even thing not personally like minimal enough not think much lore intresting character even meet yet establish personality even dialogue like diamond example great top obsession
PEAK GAME. ABSOLUTE CINEMA! 🗣️🔥🔥,5,32,5,"['peak', 'absolute', 'cinema']",peak absolute cinema
"Best visuals, smooth turn based mechanics, story, music and animations are top-notch",5,84,12,"['best', 'visuals', 'smooth', 'turn', 'base', 'mechanic', 'story', 'music', 'animation', 'top', 'notch']",best visuals smooth turn base mechanic story music animation top notch
"not really a strategy game. to clear the content, you need to have the relevant units. there is no strategical or technical skills involved, just whether you own the characters and grind enough or not. not having the new characters will simply gatekeep you from clearing it. old characters no longer able to keep up even if you get it at the highest upgrade (e6 in this case). better play arknights if you want a real strategy game. endfield when?",3,447,80,"['not', 'really', 'strategy', 'clear', 'need', 'relevant', 'unit', 'no', 'strategical', 'technical', 'skill', 'involve', 'whether', 'character', 'grind', 'enough', 'not', 'not', 'new', 'character', 'simply', 'gatekeep', 'clear', 'old', 'character', 'no', 'longer', 'able', 'keep', 'even', 'get', 'high', 'upgrade', 'case', 'well', 'arknights', 'want', 'real', 'strategy', 'endfield']",not really strategy clear need relevant unit no strategical technical skill involve whether character grind enough not not new character simply gatekeep clear old character no longer able keep even get high upgrade case well arknights want real strategy endfield
"Hoyo please give more fair treatment to your other game. This game is amazing, has a lot of endgame content, even if it is just the same hyper inflated hp against turn timers, and a whole lot to do no matter at what level you are.",3,230,46,"['please', 'give', 'fair', 'treatment', 'amazing', 'lot', 'endgame', 'even', 'hyper', 'inflated', 'health', 'turn', 'timer', 'whole', 'lot', 'no', 'matter', 'level']",please give fair treatment amazing lot endgame even hyper inflated health turn timer whole lot no matter level
Lol 2 years playing forget to add review. Interesting gameplay and characters. I just tired of following the META in this game 💀,4,128,23,"['lol', 'year', 'forget', 'add', 'review', 'interesting', 'gameplay', 'character', 'tire', 'follow', 'meta']",lol year forget add review interesting gameplay character tire follow meta
very nice haha I like the herta,5,31,7,"['nice', 'haha', 'like', 'herta']",nice haha like herta
"After this recent update, app keeps on crashing!",1,48,8,"['recent', 'update', 'app', 'keep', 'crash']",recent update app keep crash
"i don't usually rate games unless it's me bombing someone's game reviews—but HSR is so well done. from the graphics, fun events, and free pulls. my only problem with HSR is how powercrept units from js 8 months ago are. Many games have balance, in which, even if you don't pull the new character, you can still clear content. But with this current powercreep, it's nearly impossible to do so and you're forced to keep pulling.",5,426,76,"['not', 'usually', 'rate', 'unless', 'bomb', 'someone', 'review', 'well', 'do', 'graphic', 'fun', 'event', 'free', 'pull', 'problem', 'powercrept', 'unit', 'js', 'month', 'ago', 'many', 'balance', 'even', 'not', 'pull', 'new', 'character', 'still', 'clear', 'current', 'powercreep', 'nearly', 'impossible', 'forced', 'keep', 'pulling']",not usually rate unless bomb someone review well do graphic fun event free pull problem powercrept unit js month ago many balance even not pull new character still clear current powercreep nearly impossible forced keep pulling
I love this game and just there's nothing I can complain about,5,62,12,"['love', 'nothing', 'complain']",love nothing complain
"Despite the global passive, they are slowly balancing the game. The power creep on characters have definitely slowed but HP inflation for endgame is still kinda bad currently. The best part is the multiple free copy of five stars and finally adding a skip button in the game.",5,275,48,"['despite', 'global', 'passive', 'slowly', 'balance', 'power', 'creep', 'character', 'definitely', 'slow', 'health', 'inflation', 'endgame', 'still', 'kinda', 'bad', 'currently', 'best', 'part', 'multiple', 'free', 'copy', 'five', 'star', 'finally', 'add', 'skip', 'button']",despite global passive slowly balance power creep character definitely slow health inflation endgame still kinda bad currently best part multiple free copy five star finally add skip button
played since launch best 👌 👍 😍 🥰 game in the world best i tell you,5,66,16,"['since', 'launch', 'best', 'world', 'best', 'tell']",since launch best world best tell
"I've been playing HSR for almost two years now. The devs really know how to cook, I've never lost interest. It's easily one of the best rpgs ever made.",5,151,29,"['almost', 'two', 'year', 'devs', 'really', 'know', 'cook', 'never', 'lose', 'interest', 'easily', 'one', 'best', 'rpgs', 'ever', 'make']",almost two year devs really know cook never lose interest easily one best rpgs ever make
